GTD ID,DATE,REGION,COUNTRY,CITY,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
201304300013,4/30/13,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,"Police,Private Citizens & Property",1,1
201304230046,4/23/13,Middle East & North Africa,Israel,Akbara,Unknown,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201304170027,4/17/13,Middle East & North Africa,Israel,Eilat,Mujahedeen Shura Council in the Environs of Jerusalem,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201304130027,4/13/13,Middle East & North Africa,West Bank and Gaza Strip,Jenin,Unknown,Armed Assault,Firearms,Military,0,0
201304030021,4/3/13,Middle East & North Africa,West Bank and Gaza Strip,Einav,Unknown,Armed Assault,"Firearms,Incendiary",Military,1,2
201303260006,3/26/13,South Asia,Afghanistan,Jalalabad,Taliban,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms",Police,13,8
201303240033,3/24/13,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201303210017,3/21/13,Middle East & North Africa,Israel,Kafr Yasif,Unknown,Assassination,Firearms,Government (General),0,1
201303210011,3/21/13,Middle East & North Africa,Israel,Sderot,Mujahedeen Shura Council in the Environs of Jerusalem,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201303180044,3/18/13,Middle East & North Africa,West Bank and Gaza Strip,Kedumim,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,1
201303100018,3/10/13,Middle East & North Africa,Israel,Unknown,Unknown,Armed Assault,Firearms,Government (Diplomatic),0,0
201302260011,2/26/13,Middle East & North Africa,Israel,Ashkelon,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201302230039,2/23/13,Middle East & North Africa,West Bank and Gaza Strip,Ein Kinya,Unknown,Armed Assault,"Incendiary,Other","Military,Private Citizens & Property",0,0
201302200028,2/27/13,Middle East & North Africa,West Bank and Gaza Strip,Qusra,Unknown,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201302120019,2/11/13,Southeast Asia,Philippines,New Israel,New People's Army (NPA),Armed Assault,Firearms,Military,0,2
201302110023,2/11/13,Southeast Asia,Philippines,New Israel,New People's Army (NPA) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",0,0
201301270038,1/27/13,Middle East & North Africa,West Bank and Gaza Strip,Tapuach,Unknown,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Police,0,0
201301260027,1/26/13,Middle East & North Africa,Israel,Tuba-Zangariya,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0
201301260018,1/26/13,Middle East & North Africa,West Bank and Gaza Strip,Elon Moreh,Al-Aqsa Martyrs Brigade,Armed Assault,Incendiary,Military,0,0
201301250010,1/25/13,Middle East & North Africa,Israel,Kfar Yona,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0
201301230006,1/23/13,Middle East & North Africa,West Bank and Gaza Strip,Al-Arroub,Unknown,Armed Assault,"Firearms,Incendiary",Military,1,2
201301110022,1/11/13,Middle East & North Africa,Egypt,Unknown,Ansar Bayt al-Maqdis (Ansar Jerusalem) (suspected),Armed Assault,Firearms,Police,0,7
201301020032,1/2/13,Middle East & North Africa,Israel,Petah Tikva,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201212030006,12/3/12,Middle East & North Africa,West Bank and Gaza Strip,Shavei Shomron,Palestinian Extremists,Armed Assault,"Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Police,1,2
201211280031,11/28/12,Middle East & North Africa,West Bank and Gaza Strip,Nablus,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201211210030,11/21/12,Middle East & North Africa,Israel,Eshkol regional council,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
201211210008,11/21/12,Middle East & North Africa,Israel,Tel Aviv,Hamas (Islamic Resistance Movement) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,"Government (General),Transportation",0,10
201211200036,11/20/12,Middle East & North Africa,Israel,Beersheba,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201211200035,11/20/12,Middle East & North Africa,Israel,Rishon Lezion,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
201211200031,11/20/12,Middle East & North Africa,Israel,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
201211200001,11/20/12,Middle East & North Africa,Israel,Eshkol regional council,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,5
201211190022,11/18/12,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211190021,11/19/12,Middle East & North Africa,Israel,Gan Yavne,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,Unknown
201211190018,11/19/12,Middle East & North Africa,Israel,Ashkelon,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0
201211190011,11/19/12,Middle East & North Africa,West Bank and Gaza Strip,Orif,Israeli settlers (suspected),Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
201211180038,11/18/12,Middle East & North Africa,Israel,Ashdod,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
201211180037,11/18/12,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211180036,11/18/12,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211180035,11/18/12,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211180034,11/18/12,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211180033,11/18/12,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211180032,11/18/12,Middle East & North Africa,Israel,Ashkelon,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
201211180031,11/18/12,Middle East & North Africa,Israel,Holon,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201211180030,11/18/12,Middle East & North Africa,Israel,Tel Aviv,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211180029,11/18/12,Middle East & North Africa,Israel,Ofakim,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
201211180018,11/17/12,Middle East & North Africa,Israel,Ashdod,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
201211170019,11/17/12,Middle East & North Africa,Israel,Ashdod,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3
201211170018,11/17/12,Middle East & North Africa,Israel,Eshkol regional council,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,4
201211150019,11/15/12,Middle East & North Africa,Israel,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,3
201211150001,11/15/12,Middle East & North Africa,Israel,Kiryat Malachi,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,2
201211120025,11/12/12,Middle East & North Africa,Israel,Unknown,"Democratic Front for the Liberation of Palestine (DFLP),Popular Front for the Liberation of Palestine (PFLP),Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201211120020,11/12/12,Middle East & North Africa,Israel,Unknown,"Democratic Front for the Liberation of Palestine (DFLP),Popular Front for the Liberation of Palestine (PFLP),Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211120018,11/12/12,Middle East & North Africa,Israel,Netivot,"Democratic Front for the Liberation of Palestine (DFLP),Popular Front for the Liberation of Palestine (PFLP),Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211110033,11/11/12,Middle East & North Africa,Israel,Sderot,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211110032,11/11/12,Middle East & North Africa,Israel,Beersheba,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211110017,11/10/12,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201211100024,11/10/12,Middle East & North Africa,Israel,Ashdod,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201211100023,11/10/12,Middle East & North Africa,Israel,Nahal Oz,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,4
201211100021,11/10/12,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201211100020,11/10/12,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201211100019,11/10/12,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201211080026,11/8/12,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
201211080018,11/8/12,Middle East & North Africa,West Bank and Gaza Strip,Khan Yunis,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
201211060014,11/6/12,Middle East & North Africa,West Bank and Gaza Strip,Khan Yunis,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,3
201210240029,10/24/12,Middle East & North Africa,Israel,Eshkol regional council,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3
201210240016,10/24/12,Middle East & North Africa,Israel,Unknown,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3
201210240015,10/24/12,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201210240014,10/24/12,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201210240013,10/24/12,Middle East & North Africa,Israel,Ashkelon,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201210240012,10/24/12,Middle East & North Africa,Israel,Shaar HaNegev regional council,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201210230007,10/23/12,Middle East & North Africa,Israel,Kibbutz Kissufim,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
201210220020,10/24/12,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201210220019,10/24/12,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201210220018,10/24/12,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201210220017,10/24/12,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201210220016,10/24/12,Middle East & North Africa,Israel,Unknown,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,0
201210220015,10/24/12,Middle East & North Africa,Israel,Eshkol regional council,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
201210190024,10/19/12,Middle East & North Africa,West Bank and Gaza Strip,Khan Yunis,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201209210013,9/21/12,Middle East & North Africa,Israel,Har Harif,Ansar Bayt al-Maqdis (Ansar Jerusalem),"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Military,4,1
201209090054,9/9/12,Middle East & North Africa,Israel,Netivot,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3
201209040054,9/4/12,Middle East & North Africa,West Bank and Gaza Strip,Latrun,Israeli extremists,Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
201208260015,8/26/12,Middle East & North Africa,Israel,Sderot,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
201208210001,8/21/12,Middle East & North Africa,West Bank and Gaza Strip,Far'ata,Israeli extremists (suspected),Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
201208160003,8/16/12,Middle East & North Africa,West Bank and Gaza Strip,Unknown,Israeli extremists (suspected),Armed Assault,Incendiary,Private Citizens & Property,0,6
201208150012,8/15/12,Middle East & North Africa,Israel,Eilat,Ansar Bayt al-Maqdis (Ansar Jerusalem),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201208050004,8/5/12,Middle East & North Africa,Egypt,Rafah,Jaljala Army,Armed Assault,"Explosives/Bombs/Dynamite,Firearms",Military,22,7
201207250028,7/25/12,Middle East & North Africa,West Bank and Gaza Strip,Kerem Shalom,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
201207220003,7/22/12,Middle East & North Africa,Israel,Har Sagi,Unknown,Armed Assault,Firearms,Military,0,0
201207220002,7/21/12,Middle East & North Africa,Egypt,Arish,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Utilities,0,0
201207180001,7/18/12,Eastern Europe,Bulgaria,Burgas,Hezbollah (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Tourists,7,30
201206230024,6/23/12,Middle East & North Africa,Israel,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,1
201206190024,6/19/12,Middle East & North Africa,Israel,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,4
201206190004,6/19/12,Middle East & North Africa,West Bank and Gaza Strip,Jaba,Israeli extremists,Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
201206180014,6/18/12,Middle East & North Africa,Israel,Hof Ashkelon regional council,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,0
201206180013,6/18/12,Middle East & North Africa,Israel,Unknown,"Mujahedeen Shura Council in the Environs of Jerusalem,Palestinian Islamic Jihad (PIJ)","Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms",Business,3,0
201206040024,6/4/12,Middle East & North Africa,Israel,Jerusalem,Unknown,Facility/Infrastructure Attack,Incendiary,"Private Citizens & Property,Private Citizens & Property",0,4
201206010014,6/1/12,Middle East & North Africa,Israel,Unknown,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Armed Assault,Firearms,Military,2,0
201205230028,5/23/12,Middle East & North Africa,Israel,Kissufim,Unknown,Armed Assault,Firearms,Military,0,2
201204090009,4/9/12,Middle East & North Africa,Egypt,Arish,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Utilities,0,0
201204040032,4/4/12,Middle East & North Africa,Israel,Eilat,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
201203110023,3/11/12,Middle East & North Africa,Israel,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0
201203100006,3/10/12,Middle East & North Africa,Israel,Ein HaBesor,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
201203090020,3/9/12,Middle East & North Africa,Israel,Unknown,"Palestinian Islamic Jihad (PIJ),Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,8
201202140018,2/13/12,Central Asia,Georgia,Tbilisi,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
201202130009,2/13/12,South Asia,India,New Delhi,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,2
201202090015,2/9/12,Middle East & North Africa,Egypt,Unknown,Bedouin tribesmen,Hostage Taking (Barricade Incident),Firearms,Police,1,0
201202050001,2/5/12,Middle East & North Africa,Egypt,Massaeed,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Utilities,0,0
201201180021,1/18/12,Middle East & North Africa,West Bank and Gaza Strip,Unknown,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,2,2
201201140015,1/14/12,Middle East & North Africa,West Bank and Gaza Strip,Rafah,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Terrorists/Non-state Militia,1,4
